OPEID,PELLID,NAME,State,,Awards,Recipients
02550400,017086,OZARK MOUNTAIN TECHNICAL CENTER,MO,2004,"11,450",5
03083000,030830,OZARKS TECHNICAL COMMUNITY COLLEGE,MO,2004,"7,121,400","3,409"
02543800,017057,PARIS II EDUCATIONAL CENTER,MO,2004,"238,100",109
00249800,002498,PARK UNIVERSITY,MO,2004,"5,847,280","2,905"
00855200,008552,PATRICIA STEVENS COLLEGE,MO,2004,"425,279",177
02555300,017133,PATSY & ROB'S ACADEMY OF BEAUTY,MO,2004,"392,822",161
01173500,013785,PIKE LINCOLN TECHNICAL CENTER,MO,2004,"72,480",31
01040500,010405,PINNACLE CAREER INSTITUTE,MO,2004,"518,847",253
00543000,013683,POPLAR BLUFF TECHNICAL CAREER CENTER,MO,2004,"91,479",35
01250000,012500,RANKEN TECHNICAL COLLEGE,MO,2004,"847,443",389
00639200,006392,RESEARCH MEDICAL CENTER,MO,2004,"63,794",21
00249900,002499,ROCKHURST UNIVERSITY,MO,2004,"710,694",298
00542900,005429,ROLLA TECHNICAL INSTITUTE,MO,2004,"327,899",123
02530600,017027,SAINT CHARLES COUNTY COMMUNITY COLLEGE,MO,2004,"2,164,140","1,107"
01258000,012580,SAINT LOUIS CHRISTIAN COLLEGE,MO,2004,"182,130",86
00250400,002504,SAINT LOUIS COLLEGE OF PHARMACY,MO,2004,"362,997",150
00247100,002469,SAINT LOUIS COMMUNITY COLLEGE,MO,2004,"17,744,865","8,931"
03097600,030976,SAINT LOUIS HAIR ACADEMY,MO,2004,"102,470",44
00978200,009782,SAINT LUKES COLLEGE,MO,2004,"105,632",37
02214500,015642,SALEM COLLEGE OF HAIRSTYLING,MO,2004,"134,635",67
00543800,015639,SALINE COUNTY CAREER CENTER,MO,2004,"65,116",24
02205200,015597,SANFORD-BROWN COLLEGE,MO,2004,"8,421,451","3,487"
00542600,013243,SIKESTON CAREER AND TECHNOLOGY CENTER,MO,2004,"178,875",60
00542400,005424,SOUTH CENTRAL CAREER CENTER,MO,2004,"337,536",137
03070900,030709,SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCES,MO,2004,"96,092",37
00250100,002501,SOUTHEAST MISSOURI STATE UNIVERSITY,MO,2004,"5,496,650","2,286"
00250200,002502,SOUTHWEST BAPTIST UNIVERSITY,MO,2004,"2,710,159","1,153"
00250300,002503,SOUTHWEST MISSOURI STATE UNIVERSITY,MO,2004,"10,519,196","4,507"
03106000,031060,SOUTHWEST MISSOURI UNIVERSITY - WEST PLAINS,MO,2004,"2,238,838",977
02250600,014368,SPRINGFIELD COLLEGE,MO,2004,"4,059,617","1,973"
00441300,004413,ST JOHNS REGIONAL HEALTH CENTER SCHOOL OF RADIOLOGIC TECHNOLOGY,MO,2004,"24,900",9
00250600,002506,ST LOUIS UNIVERSITY,MO,2004,"3,097,155","1,285"
03817300,038173,ST. CHARLES SCHOOL OF MASSAGE THERAPY,MO,2004,"1,656",1
02340500,016848,ST. LOUIS COLLEGE OF HEALTH CAREERS,MO,2004,"1,383,065",598
00808000,007628,STATE FAIR COMMUNITY COLLEGE,MO,2004,"3,204,220","1,431"
00251200,002512,STEPHENS COLLEGE,MO,2004,"371,561",141
03579300,035793,TEXAS COUNTY TECHNICAL INSTITUTE,MO,2004,"261,240",105
00471300,004713,THREE RIVERS COMMUNITY COLLEGE,MO,2004,"4,005,496","1,736"
00249500,002495,TRUMAN STATE UNIVERSITY,MO,2004,"1,805,724",752
00251600,002516,UNIVERSITY OF MISSOURI - COLUMBIA,MO,2004,"8,250,841","3,468"
00251800,002518,UNIVERSITY OF MISSOURI - KANSAS CITY,MO,2004,"5,137,300","2,093"
00251700,002517,UNIVERSITY OF MISSOURI - ROLLA,MO,2004,"2,635,246","1,050"
00251900,002519,UNIVERSITY OF MISSOURI - SAINT LOUIS,MO,2004,"6,700,274","2,947"
02599700,015506,VATTEROTT COLLEGE,MO,2004,"12,355,250","4,883"
01102600,014434,WARRENSBURG AREA VOCATIONAL TECHNICAL SCHOOL,MO,2004,"57,983",21
00252000,002520,WASHINGTON UNIVERSITY IN ST. LOUIS,MO,2004,"1,315,575",545
00528900,014833,WAYNESVILLE TECHNICAL ACADEMY,MO,2004,"93,950",29
00252100,002521,WEBSTER UNIVERSITY,MO,2004,"2,362,661","1,039"
00252200,002522,WENTWORTH MILITARY ACADEMY & JUNIOR COLLEGE,MO,2004,"451,427",181
00252300,002523,WESTMINSTER COLLEGE,MO,2004,"510,622",198
00252400,002524,WILLIAM JEWELL COLLEGE,MO,2004,"673,025",287
00252500,002525,WILLIAM WOODS UNIVERSITY,MO,2004,"685,223",309
03033000,015746,NORTHERN MARIANAS COLLEGE,MP,2004,"1,487,859",550
03464300,034643,ACADEMY OF HAIR DESIGN,MS,2004,"88,236",36
02244300,014397,ACADEMY OF HAIR DESIGN #1,MS,2004,"533,732",226
02235900,015779,ACADEMY OF HAIR DESIGN #4,MS,2004,"139,507",66
02251600,022516,ACADEMY OF HAIR DESIGN #6 (THE),MS,2004,"261,180",111
03001500,030015,ACADEMY OF HAIR DESIGN #7 (THE),MS,2004,"81,796",30
00239600,002396,ALCORN STATE UNIVERSITY,MS,2004,"6,540,858","2,112"
00239700,002397,BELHAVEN COLLEGE,MS,2004,"2,660,469","1,058"
03525300,035253,BLUE CLIFF COLLEGE,MS,2004,"224,377",121
00239800,002398,BLUE MOUNTAIN COLLEGE,MS,2004,"563,609",221
02074900,013902,CHRIS BEAUTY COLLEGE,MS,2004,"362,623",168
00240100,002401,COAHOMA COMMUNITY COLLEGE,MS,2004,"6,550,218","2,140"
00240200,002402,COPIAH LINCOLN COMMUNITY COLLEGE,MS,2004,"5,303,928","2,119"
02502100,016838,CREATION COLLEGE OF COSMETOLOGY,MS,2004,"230,186",105
02249900,014335,DELTA BEAUTY COLLEGE,MS,2004,"401,813",173
00240300,002403,DELTA STATE UNIVERSITY,MS,2004,"3,905,615","1,422"
00240400,002404,EAST CENTRAL COMMUNITY COLLEGE,MS,2004,"4,586,763","1,784"
00240500,002405,EAST MISSISSIPPI COMMUNITY COLLEGE,MS,2004,"9,223,660","3,420"
03004000,030040,FINAL TOUCH BEAUTY SCHOOL,MS,2004,"186,501",81
02251700,015898,FOSTER'S COSMETOLOGY COLLEGE,MS,2004,"86,778",37
02554600,017126,GIBSONS BARBER & BEAUTY COLLEGE,MS,2004,"191,988",74
00240700,002407,HINDS COMMUNITY COLLEGE,MS,2004,"17,160,691","6,690"
00240800,002408,HOLMES COMMUNITY COLLEGE,MS,2004,"7,292,521","2,855"
02490200,016727,"ICS, THE WRIGHT BEAUTY COLLEGE",MS,2004,"92,760",36
00240900,002409,ITAWAMBA COMMUNITY COLLEGE,MS,2004,"7,667,775","3,341"
02586000,025860,J & J HAIR DESIGN COLLEGE,MS,2004,"415,193",145
00241000,002410,JACKSON STATE UNIVERSITY,MS,2004,"14,828,312","4,821"
00241100,002411,JONES COUNTY JUNIOR COLLEGE,MS,2004,"9,050,710","3,433"
02361200,016788,MAGNOLIA BIBLE COLLEGE,MS,2004,"54,897",26
02320800,016424,MAGNOLIA COLLEGE OF COSMETOLOGY,MS,2004,"222,274",102
00241300,002413,MERIDIAN COMMUNITY COLLEGE,MS,2004,"5,778,779","2,380"
00241400,002414,MILLSAPS COLLEGE,MS,2004,"716,406",285
00241500,002415,MISSISSIPPI COLLEGE,MS,2004,"2,235,632",908
02302800,014574,MISSISSIPPI COLLEGE OF BEAUTY CULTURE,MS,2004,"171,749",66
00241600,002416,MISSISSIPPI DELTA COMMUNITY COLLEGE,MS,2004,"7,605,685","2,783"
00241700,002417,MISSISSIPPI GULF COAST COMMUNITY COLLEGE,MS,2004,"12,431,706","5,084"
00242300,002423,MISSISSIPPI STATE UNIVERSITY,MS,2004,"10,973,943","3,957"
00242200,002422,MISSISSIPPI UNIVERSITY FOR WOMEN,MS,2004,"2,869,824","1,008"
00242400,002424,MISSISSIPPI VALLEY STATE UNIVERSITY,MS,2004,"9,656,394","3,083"
00242600,002426,NORTHEAST MISSISSIPPI COMMUNITY COLLEGE,MS,2004,"4,005,568","1,578"
00242700,002427,NORTHWEST MISSISSIPPI COMMUNITY COLLEGE,MS,2004,"9,576,219","4,248"
00243000,002430,PEARL RIVER COMMUNITY COLLEGE,MS,2004,"6,978,394","2,708"
00243300,002433,RUST COLLEGE,MS,2004,"2,149,064",720
00243500,015024,SOUTHEASTERN BAPTIST COLLEGE,MS,2004,"149,137",75
00243600,002436,SOUTHWEST MISSISSIPPI COMMUNITY COLLEGE,MS,2004,"3,754,289","1,499"
00243900,002439,TOUGALOO COLLEGE,MS,2004,"2,202,256",722
03263300,032633,TRAXLER'S SCHOOL OF HAIR,MS,2004,"186,372",79
00244000,002440,UNIVERSITY OF MISSISSIPPI,MS,2004,"7,855,704","2,801"
00244100,002441,UNIVERSITY OF SOUTHERN MISSISSIPPI,MS,2004,"15,642,360","5,747"
01146100,011461,WESLEY COLLEGE,MS,2004,"130,801",50
00244700,002447,WILLIAM CAREY COLLEGE,MS,2004,"2,988,497","1,229"
02621300,026213,ACADEMY OF COSMETOLOGY,MT,2004,"60,298",22
03763400,037634,"ACADEMY OF NAIL, SKIN & HAIR, LLP",MT,2004,"22,263",12
02510600,014902,BLACKFEET COMMUNITY COLLEGE,MT,2004,"1,657,991",616
00790000,007900,BUTTE ACADEMY OF BEAUTY CULTURE,MT,2004,"65,919",29
00252600,002526,CARROLL COLLEGE,MT,2004,"978,582",388
02545200,014878,CHIEF DULL KNIFE COLLEGE,MT,2004,"265,501",106
00946800,009468,COLLEGE OF COIFFURE ART,MT,2004,"102,630",42
00894700,008947,DAHL'S COLLEGE OF BEAUTY,MT,2004,"74,660",36
00252900,002529,DAWSON COMMUNITY COLLEGE,MT,2004,"607,959",250
00677700,006777,FLATHEAD VALLEY COMMUNITY COLLEGE,MT,2004,"1,716,947",733
02517500,016967,FORT BELKNAP COLLEGE,MT,2004,"404,632",146
02343000,016616,FORT PECK COMMUNITY COLLEGE,MT,2004,"821,833",321
03778300,037783,HEALTH WORKS INSTITUTE,MT,2004,"56,953",28
02286600,016135,LITTLE BIG HORN COLLEGE,MT,2004,"613,252",220
00252800,002528,MILES COMMUNITY COLLEGE,MT,2004,"684,886",257
03205300,032053,MODERN BEAUTY SCHOOL,MT,2004,"112,123",36
00253000,002530,MONTANA STATE UNIVERSITY - BILLINGS,MT,2004,"4,980,243","2,035"
00253200,002532,MONTANA STATE UNIVERSITY - BOZEMAN,MT,2004,"8,882,661","3,586"
00253300,002533,MONTANA STATE UNIVERSITY - NORTHERN,MT,2004,"2,555,738",932
00931400,009314,MONTANA STATE UNIVERSITY GREAT FALLS COLLEGE OF TECHNOLOGY,MT,2004,"1,907,055",852
00253100,002531,MONTANA TECH OF THE UNIVERSITY OF MONTANA,MT,2004,"2,420,663",949
00253400,002534,ROCKY MOUNTAIN COLLEGE,MT,2004,"972,611",362
02143400,015023,SALISH KOOTENAI COLLEGE,MT,2004,"1,925,449",688
00442800,011260,ST. VINCENT HEALTHCARE,MT,2004,"4,000",2
02610900,026109,STONE CHILD COLLEGE,MT,2004,"497,337",218
00252700,002527,UNIVERSITY OF GREAT FALLS,MT,2004,"1,146,460",455
00253600,002536,UNIVERSITY OF MONTANA (THE),MT,2004,"11,289,791","4,332"
00757000,007570,UNIVERSITY OF MONTANA HELENA COLLEGE OF TECHNOLOGY,MT,2004,"1,144,258",452
00253700,002537,UNIVERSITY OF MONTANA WESTERN (THE),MT,2004,"1,453,094",610
00546300,005463,ALAMANCE COMMUNITY COLLEGE,NC,2004,"3,013,285","1,363"
03237300,032373,ANSON COLLEGE OF COSMETOLOGY,NC,2004,"21,019",9
03513400,035134,APEX SCHOOL OF THEOLOGY,NC,2004,"19,725",7
00290600,002906,APPALACHIAN STATE UNIVERSITY,NC,2004,"6,191,969","2,494"
02110500,014578,ART INSTITUTE OF CHARLOTTE (THE),NC,2004,"954,551",466
02110501,026214,ART INSTITUTE OF CHARLOTTE (THE) - BROWN MACKIE COLLEGE-ATLANTA,NC,2004,"523,841",235
00403300,004033,ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE,NC,2004,"3,103,051","1,521"
00290900,002909,BARBER-SCOTIA COLLEGE,NC,2004,"1,584,251",564
00290800,002908,BARTON COLLEGE,NC,2004,"974,500",386
00855800,008558,BEAUFORT COUNTY COMMUNITY COLLEGE,NC,2004,"2,108,777",818
00291000,002910,BELMONT ABBEY COLLEGE,NC,2004,"649,754",255
00291100,002911,BENNETT COLLEGE,NC,2004,"894,487",284
00798700,007987,BLADEN COMMUNITY COLLEGE,NC,2004,"2,985,421","1,185"
00968400,009684,BLUE RIDGE COMMUNITY COLLEGE,NC,2004,"1,274,530",574
00291200,002912,BREVARD COLLEGE,NC,2004,"544,678",227
00781400,007814,BROOKSTONE COLLEGE OF BUSINESS,NC,2004,"972,664",529
02170700,015285,BRUNSWICK COMMUNITY COLLEGE,NC,2004,"1,334,788",581
00647700,015358,CABARRUS COLLEGE OF HEALTH SCIENCES,NC,2004,"151,904",79
00483500,004835,CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE,NC,2004,"3,013,942","1,370"
00291300,002913,CAMPBELL UNIVERSITY,NC,2004,"2,852,874","1,188"
00532000,005320,CAPE FEAR COMMUNITY COLLEGE,NC,2004,"5,767,426","2,532"
03777300,037773,CAROLINA ACADEMY OF COSMETIC ART & SCIENCE,NC,2004,"71,739",35
02286300,016130,CAROLINA BEAUTY COLLEGE,NC,2004,"1,262,400",610
00808100,008081,CARTERET COMMUNITY COLLEGE,NC,2004,"1,803,031",800
00291400,002914,CATAWBA COLLEGE,NC,2004,"1,241,060",495
00531800,005318,CATAWBA VALLEY COMMUNITY COLLEGE,NC,2004,"3,281,350","1,467"
00544900,005449,CENTRAL CAROLINA COMMUNITY COLLEGE,NC,2004,"3,790,992","1,609"
00291500,002915,CENTRAL PIEDMONT COMMUNITY COLLEGE - CENTRAL,NC,2004,"6,977,511","3,489"
03104200,031042,CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,NC,2004,"236,222",122
02558900,017159,CHEVEUX SCHOOL OF HAIR DESIGN,NC,2004,"137,310",51
00291600,002916,CHOWAN COLLEGE,NC,2004,"1,006,336",382
00808200,008082,CLEVELAND COMMUNITY COLLEGE,NC,2004,"2,824,819","1,221"
00531600,005316,COASTAL CAROLINA COMMUNITY COLLEGE,NC,2004,"4,022,793","1,788"
00291700,002917,COLLEGE OF THE ALBEMARLE,NC,2004,"1,945,308",806
03064400,030644,COSMETOLOGY INSTITUTE OF BEAUTY ARTS & SCIENCES (THE),NC,2004,"271,092",113
00679900,008086,CRAVEN COMMUNITY COLLEGE,NC,2004,"2,717,235","1,153"
00291800,002918,DAVIDSON COLLEGE,NC,2004,"322,178",124
00291900,002919,DAVIDSON COUNTY COMMUNITY COLLEGE,NC,2004,"3,480,920","1,625"
03748500,037485,DUDLEY BEAUTY COLLEGE,NC,2004,"15,030",9
00292000,002920,DUKE UNIVERSITY,NC,2004,"1,780,107",702
00544800,005448,DURHAM TECHNICAL COMMUNITY COLLEGE,NC,2004,"3,916,234","1,828"
00292300,002923,EAST CAROLINA UNIVERSITY,NC,2004,"13,040,973","4,837"
00885500,008855,EDGECOMBE COMMUNITY COLLEGE,NC,2004,"3,755,620","1,625"
00292600,002926,ELIZABETH CITY STATE UNIVERSITY,NC,2004,"4,306,705","1,415"
00292700,002927,ELON UNIVERSITY,NC,2004,"1,088,575",433
02210400,015211,FAYETTEVILLE BEAUTY COLLEGE,NC,2004,"93,087",47
00292800,002928,FAYETTEVILLE STATE UNIVERSITY,NC,2004,"8,162,423","2,842"
00764000,007640,FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE,NC,2004,"10,335,363","4,300"
00531700,005317,FORSYTH TECHNICAL COMMUNITY COLLEGE,NC,2004,"5,024,014","2,107"
00292900,002929,GARDNER-WEBB UNIVERSITY,NC,2004,"2,326,407","1,008"
00297300,002973,GASTON COLLEGE,NC,2004,"4,438,973","2,077"
00293000,002930,GREENSBORO COLLEGE,NC,2004,"973,395",366
00293100,002931,GUILFORD COLLEGE,NC,2004,"1,871,815",817
00483800,004838,GUILFORD TECHNICAL COMMUNITY COLLEGE,NC,2004,"7,375,466","3,101"
02238700,015789,HAIRSTYLING INSTITUTE OF CHARLOTTE,NC,2004,"60,966",21
00798600,007986,HALIFAX COMMUNITY COLLEGE,NC,2004,"3,198,573","1,423"
00808300,008083,HAYWOOD COMMUNITY COLLEGE,NC,2004,"1,940,285",795
03089300,030893,HERITAGE BIBLE COLLEGE,NC,2004,"184,903",83
00293300,002933,HIGH POINT UNIVERSITY,NC,2004,"2,396,187",939
00293400,002934,ISOTHERMAL COMMUNITY COLLEGE,NC,2004,"2,534,330","1,092"
00768700,007687,JAMES SPRUNT COMMUNITY COLLEGE,NC,2004,"1,716,282",681
00293500,013819,JOHN WESLEY COLLEGE,NC,2004,"184,146",77
00293600,002936,JOHNSON C. SMITH UNIVERSITY,NC,2004,"3,088,416","1,065"
00933600,009336,JOHNSTON COMMUNITY COLLEGE,NC,2004,"2,182,220",975
00293700,002937,KING'S COLLEGE,NC,2004,"976,042",370
00293900,002939,LEES-MCRAE COLLEGE,NC,2004,"737,191",288
00294000,002940,LENOIR COMMUNITY COLLEGE,NC,2004,"3,701,208","1,459"
00294100,002941,LENOIR-RHYNE COLLEGE,NC,2004,"1,022,142",416
01192600,011926,LEON'S BEAUTY SCHOOL,NC,2004,"195,578",75
00294200,002942,LIVINGSTONE COLLEGE,NC,2004,"2,452,060",784
00294300,002943,LOUISBURG COLLEGE,NC,2004,"868,434",337
00294400,002944,MARS HILL COLLEGE,NC,2004,"1,447,361",547
00798800,007988,MARTIN COMMUNITY COLLEGE,NC,2004,"1,480,151",551
01119700,011197,MAYLAND COMMUNITY COLLEGE,NC,2004,"934,538",436
00808500,008085,MCDOWELL TECHNICAL COMMUNITY COLLEGE,NC,2004,"1,409,736",593
03361300,033613,MEDICAL ARTS MASSAGE SCHOOL,NC,2004,"49,831",30
00647800,006478,MERCY SCHOOL OF NURSING,NC,2004,"85,837",41
00294500,002945,MEREDITH COLLEGE,NC,2004,"1,153,239",473
00294600,002946,METHODIST COLLEGE,NC,2004,"1,668,742",694
00294700,002947,MITCHELL COMMUNITY COLLEGE,NC,2004,"2,139,370",944
02056500,013670,MITCHELLS HAIR STYLING ACADEMY,NC,2004,"346,042",150
02227900,014793,MITCHELL'S HAIR STYLING ACADEMY,NC,2004,"19,183",9
01179900,011799,MITCHELL'S HAIRSTYLING ACADEMY,NC,2004,"164,658",62
02227800,014858,MITCHELL'S HAIRSTYLING ACADEMY,NC,2004,"16,200",7
00808700,008087,MONTGOMERY COMMUNITY COLLEGE,NC,2004,"1,236,883",490
00294800,002948,MONTREAT COLLEGE,NC,2004,"753,405",360
00294900,002949,MOUNT OLIVE COLLEGE,NC,2004,"1,870,919",885
02205000,013850,MR DAVID'S SCHOOL OF HAIR DESIGN,NC,2004,"137,026",47
00855700,008557,NASH COMMUNITY COLLEGE,NC,2004,"2,199,455","1,110"
03827300,038273,NEW LIFE THEOLOGICAL SEMINARY,NC,2004,"11,938",8
00290500,002905,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,NC,2004,"12,708,983","4,402"
00295000,002950,NORTH CAROLINA CENTRAL UNIVERSITY,NC,2004,"9,054,918","3,087"
00398100,003981,NORTH CAROLINA SCHOOL OF THE ARTS,NC,2004,"499,851",176
00297200,002972,NORTH CAROLINA STATE UNIVERSITY,NC,2004,"10,211,275","3,833"
00295100,002951,NORTH CAROLINA WESLEYAN COLLEGE,NC,2004,"1,995,967",751
00703100,007031,PAMLICO COMMUNITY COLLEGE,NC,2004,"398,806",188
00295300,002953,PEACE COLLEGE,NC,2004,"605,845",223
00295500,002955,PFEIFFER UNIVERSITY,NC,2004,"1,012,074",400
00295600,002956,PIEDMONT BAPTIST COLLEGE,NC,2004,"240,935",108
00964600,009646,PIEDMONT COMMUNITY COLLEGE,NC,2004,"1,995,081",871
02560600,017191,PINNACLE INSTITUTE OF COSMETOLOGY,NC,2004,"62,394",29
00406200,004062,PITT COMMUNITY COLLEGE,NC,2004,"5,828,000","2,385"
00648200,006482,PRESBYTERIAN HOSPITAL SCHOOL OF NURSING,NC,2004,"85,207",41
00295700,002957,QUEENS UNIVERSITY OF CHARLOTTE,NC,2004,"676,022",329
00544700,005447,RANDOLPH COMMUNITY COLLEGE,NC,2004,"2,384,445","1,121"
00546400,005464,RICHMOND COMMUNITY COLLEGE,NC,2004,"2,712,353","1,126"
02280900,014101,ROANOKE BIBLE COLLEGE,NC,2004,"216,335",90
00861300,008613,ROANOKE CHOWAN COMMUNITY COLLEGE,NC,2004,"2,212,938",849
00861200,008612,ROBESON COMMUNITY COLLEGE,NC,2004,"4,893,776","1,535"
00295800,002958,ROCKINGHAM COMMUNITY COLLEGE,NC,2004,"2,012,237",920
00575400,005754,ROWAN CABARRUS COMMUNITY COLLEGE,NC,2004,"5,494,924","2,309"
00296000,002960,SALEM COLLEGE,NC,2004,"1,028,124",581
00789200,007892,SAMPSON COMMUNITY COLLEGE,NC,2004,"2,132,455","1,011"
00296100,002961,SANDHILLS COMMUNITY COLLEGE,NC,2004,"4,528,948","1,975"
03109000,031090,SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA,NC,2004,"359,178",171
00296200,002962,SHAW UNIVERSITY,NC,2004,"5,259,917","1,967"
01026400,010264,SOUTH COLLEGE,NC,2004,"471,485",183
00798500,007985,SOUTH PIEDMONT COMMUNITY COLLEGE,NC,2004,"1,843,529",827
00296400,002964,SOUTHEASTERN COMMUNITY COLLEGE,NC,2004,"3,389,326","1,273"
00846600,008466,SOUTHWESTERN COMMUNITY COLLEGE,NC,2004,"1,914,778",798
00296800,002968,ST AUGUSTINES COLLEGE,NC,2004,"3,488,014","1,144"
00296700,002967,ST. ANDREWS PRESBYTERIAN COLLEGE,NC,2004,"599,443",234
01119400,011194,STANLY COMMUNITY COLLEGE,NC,2004,"1,410,760",600
00297000,002970,SURRY COMMUNITY COLLEGE,NC,2004,"2,377,136","1,094"
00943000,009430,TRI-COUNTY COMMUNITY COLLEGE,NC,2004,"1,559,702",665
00297400,002974,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-,NC,2004,"6,105,957","2,340"
00297500,002975,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,NC,2004,"10,653,716","4,225"
00297600,002976,UNIVERSITY OF NORTH CAROLINA - GREENSBORO,NC,2004,"8,765,841","3,456"
00290700,002907,UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,NC,2004,"2,134,477",863
00295400,002954,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,NC,2004,"5,662,779","2,326"
00298400,002984,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE),NC,2004,"5,658,917","2,304"
00990300,009903,VANCE - GRANVILLE COMMUNITY COLLEGE,NC,2004,"5,602,712","2,467"
00297800,002978,WAKE FOREST UNIVERSITY,NC,2004,"859,100",332
00484400,004844,WAKE TECHNICAL COMMUNITY COLLEGE,NC,2004,"5,491,805","2,671"
00297900,002979,WARREN WILSON COLLEGE,NC,2004,"460,972",189
00298000,008216,WAYNE COMMUNITY COLLEGE,NC,2004,"3,276,136","1,401"
00298100,002981,WESTERN CAROLINA UNIVERSITY,NC,2004,"4,528,627","1,758"
00298200,002982,WESTERN PIEDMONT COMMUNITY COLLEGE,NC,2004,"3,507,958","1,426"
00298300,002983,WILKES COMMUNITY COLLEGE,NC,2004,"2,807,208","1,260"
00484500,004845,WILSON TECHNICAL COMMUNITY COLLEGE,NC,2004,"3,434,104","1,424"
00298500,002985,WINGATE UNIVERSITY,NC,2004,"962,129",372
03009500,030095,WINSTON-SALEM BARBER SCHOOL,NC,2004,"94,956",41
03570300,035703,WINSTON-SALEM BIBLE COLLEGE,NC,2004,"1,519",1
00298600,002986,WINSTON-SALEM STATE UNIVERSITY,NC,2004,"6,575,792","2,209"
00484600,004846,AAKER'S BUSINESS COLLEGE,ND,2004,"598,017",333
00298800,002988,BISMARCK STATE COLLEGE,ND,2004,"2,768,297","1,181"
02236500,015793,CANKDESKA CIKANA (LITTLE HOOP) COMMUNITY COLLEGE,ND,2004,"358,004",165
00298900,002989,DICKINSON STATE UNIVERSITY,ND,2004,"2,393,943",977
02553700,015536,FORT BERTHOLD COMMUNITY COLLEGE,ND,2004,"598,918",224
02298200,016232,HEADQUARTERS ACADEMY OF HAIR DESIGN,ND,2004,"197,362",68
00299000,002990,JAMESTOWN COLLEGE,ND,2004,"1,073,713",442
00775600,007756,JOSEFS SCHOOL OF HAIR DESIGN,ND,2004,"134,185",71
01040600,010406,JOSEF'S SCHOOL OF HAIR DESIGN,ND,2004,"71,273",44
00299100,002991,LAKE REGION STATE COLLEGE,ND,2004,"806,562",371
00299300,002993,MAYVILLE STATE UNIVERSITY,ND,2004,"697,416",271
00935400,009354,MEDCENTER ONE COLLEGE OF NURSING,ND,2004,"103,108",37
00299400,002994,MINOT STATE UNIVERSITY,ND,2004,"3,373,066","1,385"
00299500,002995,MINOT STATE UNIVERSITY - BOTTINEAU,ND,2004,"612,961",245
03087200,016929,MOLER BARBER COLLEGE OF HAIR STYLING,ND,2004,"29,174",14
00299600,002996,NORTH DAKOTA STATE COLLEGE OF SCIENCE,ND,2004,"2,507,815","1,015"
00299700,002997,NORTH DAKOTA STATE UNIVERSITY OF AGRICULTURE & APPLIED SCIENCE,ND,2004,"6,452,201","2,712"
01229500,012295,R D HAIRSTYLING COLLEGE,ND,2004,"80,870",42
02188200,014993,SITTING BULL COLLEGE,ND,2004,"685,936",304
01205900,012059,TRINITY BIBLE COLLEGE,ND,2004,"698,156",242
02301100,009450,TURTLE MOUNTAIN COMMUNITY COLLEGE,ND,2004,"1,377,291",500
02242900,014470,UNITED TRIBES TECHNICAL COLLEGE,ND,2004,"1,122,861",376
00299200,002992,UNIVERSITY OF MARY,ND,2004,"1,836,576",774
00300500,003005,UNIVERSITY OF NORTH DAKOTA,ND,2004,"6,925,646","2,769"
00300800,003008,VALLEY CITY STATE UNIVERSITY,ND,2004,"794,238",319
00300700,003007,WILLISTON STATE COLLEGE,ND,2004,"1,346,518",526
00849200,008492,ALEGENT HEALTH SCHOOL OF RADIOLOGIC TECHNOLOGY,NE,2004,"12,450",5
00974300,002538,BELLEVUE UNIVERSITY,NE,2004,"2,328,043","1,198"
00639900,006399,BRYAN LGH COLLEGE OF HEALTH SCIENCES,NE,2004,"181,486",104
00961700,009617,CAPITOL SCHOOLS OF HAIRSTYLING AND ESTHETICS,NE,2004,"120,056",65
02099500,014468,CENTRAL COMMUNITY COLLEGE,NE,2004,"4,259,010","2,126"
00253900,002539,CHADRON STATE COLLEGE,NE,2004,"2,376,445",934
00986200,009862,CLARKSON COLLEGE,NE,2004,"382,591",159
02079700,014176,COLLEGE OF HAIR DESIGN,NE,2004,"257,766",101
00254000,002540,COLLEGE OF SAINT MARY,NE,2004,"1,178,943",473
00254100,002541,CONCORDIA UNIVERSITY,NE,2004,"841,309",348
03164300,031643,CREATIVE CENTER (THE),NE,2004,"152,222",65
00254200,002542,CREIGHTON UNIVERSITY,NE,2004,"1,524,902",609
00254300,002543,DANA COLLEGE,NE,2004,"608,781",243
00254400,002544,DOANE COLLEGE,NE,2004,"1,299,342",582
00254700,002547,GRACE UNIVERSITY,NE,2004,"552,523",235
00254800,002548,HASTINGS COLLEGE,NE,2004,"799,263",326
01151900,011519,JOSEPH'S COLLEGE OF BEAUTY,NE,2004,"1,079,473",406
00952300,009523,LA'JAMES INTERNATIONAL COLLEGE,NE,2004,"224,305",100
