OPEID,PELLID,Name,State,Type & Control,Recipients,Awards
03519300,035193,MISSOURI COLLEGE OF COSMETOLOGY NORTH,MO,Proprietary,105,"262,319"
02154900,015107,MISSOURI SCHOOL OF BARBERING & HAIRSTYLING-ST. LOUIS,MO,Proprietary,36,"99,647"
00248800,002488,MISSOURI SOUTHERN STATE UNIVERSITY - JOPLIN,MO,Public 4 Year,"2,306","5,845,386"
00250300,002503,MISSOURI STATE UNIVERSITY,MO,Public 4 Year,"4,258","10,613,340"
03106000,031060,MISSOURI STATE UNIVERSITY - WEST PLAINS,MO,Public 2 Year,909,"2,063,479"
02304000,016272,MISSOURI TECH,MO,Proprietary,88,"203,483"
00248900,002489,MISSOURI VALLEY COLLEGE,MO,Private 4 Year,669,"1,767,271"
00249000,002490,MISSOURI WESTERN STATE UNIVERSITY,MO,Public 4 Year,"2,003","4,787,370"
00249100,002491,MOBERLY AREA COMMUNITY COLLEGE,MO,Public 2 Year,"1,483","3,294,751"
00952000,009520,NATIONAL ACADEMY OF BEAUTY ARTS,MO,Proprietary,141,"297,110"
02608000,026080,NEOSHO BEAUTY COLLEGE,MO,Proprietary,63,"136,331"
02203400,014134,NEVADA REGIONAL TECHNICAL CENTER,MO,Public 2 Year,45,"107,328"
03101000,031010,NEW DIMENSION SCHOOL OF HAIR DESIGN,MO,Proprietary,51,"88,922"
02066900,013664,NICHOLS CAREER CENTER,MO,Public 2 Year,32,"86,630"
02187200,015439,NORTH CENTRAL CAREER CENTER,MO,Public 2 Year,2,"6,025"
00251400,002514,NORTH CENTRAL MISSOURI COLLEGE,MO,Public 2 Year,644,"1,589,650"
03068600,030686,NORTH TECHNICAL SCHOOL,MO,Public 2 Year,124,"296,945"
02188100,015451,NORTHLAND CAREER CENTER,MO,Public 2 Year,33,"82,953"
00249600,002496,NORTHWEST MISSOURI STATE UNIVERSITY,MO,Public 4 Year,"1,419","3,472,571"
02188000,015450,NORTHWEST TECHNICAL SCHOOL,MO,Public 2 Year,30,"85,355"
02202700,015569,OZARK CHRISTIAN COLLEGE,MO,Private 4 Year,344,"853,658"
02550400,017086,OZARK MOUNTAIN TECHNICAL CENTER,MO,Public 2 Year,5,"10,800"
03083000,030830,OZARKS TECHNICAL COMMUNITY COLLEGE,MO,Public 2 Year,"3,947","7,783,658"
02543800,017057,PARIS II EDUCATIONAL CENTER,MO,Proprietary,106,"201,596"
00249800,002498,PARK UNIVERSITY,MO,Private 4 Year,"3,078","6,130,863"
00855200,008552,PATRICIA STEVENS COLLEGE,MO,Proprietary,162,"413,157"
02555300,017133,PATSY & ROB'S ACADEMY OF BEAUTY,MO,Proprietary,166,"413,761"
01173500,013785,PIKE LINCOLN TECHNICAL CENTER,MO,Public 2 Year,29,"78,004"
01040500,010405,PINNACLE CAREER INSTITUTE,MO,Proprietary,249,"435,393"
00543000,013683,POPLAR BLUFF TECHNICAL CAREER CENTER,MO,Public 2 Year,27,"87,905"
03878300,038783,PROFESSIONAL MASSAGE TRAINING CENTER,MO,Proprietary,33,"47,060"
01250000,012500,RANKEN TECHNICAL COLLEGE,MO,Private 4 Year,395,"875,225"
00249900,002499,ROCKHURST UNIVERSITY,MO,Private 4 Year,319,"745,210"
00542900,005429,ROLLA TECHNICAL INSTITUTE,MO,Public 2 Year,147,"411,480"
02530600,017027,SAINT CHARLES COUNTY COMMUNITY COLLEGE,MO,Public 2 Year,"1,273","2,414,065"
01258000,012580,SAINT LOUIS CHRISTIAN COLLEGE,MO,Private 4 Year,94,"208,626"
00250400,002504,SAINT LOUIS COLLEGE OF PHARMACY,MO,Private 4 Year,127,"242,643"
00247100,002469,SAINT LOUIS COMMUNITY COLLEGE,MO,Public 2 Year,"9,234","18,218,134"
03097600,030976,SAINT LOUIS HAIR ACADEMY,MO,Proprietary,47,"106,770"
00978200,009782,SAINT LUKES COLLEGE,MO,Private 4 Year,28,"77,072"
02214500,015642,SALEM COLLEGE OF HAIRSTYLING,MO,Proprietary,58,"111,640"
00543800,015639,SALINE COUNTY CAREER CENTER,MO,Public 2 Year,20,"38,592"
02205200,015597,SANFORD-BROWN COLLEGE,MO,Proprietary,"3,884","9,388,499"
03916300,039163,SEMO HAIRSTYLING ACADEMY,MO,Proprietary,6,"15,778"
00542600,013243,SIKESTON CAREER AND TECHNOLOGY CENTER,MO,Public 2 Year,60,"182,881"
00542400,005424,SOUTH CENTRAL CAREER CENTER,MO,Public 2 Year,135,"286,935"
03070900,030709,SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCES,MO,Private 2 Year,51,"121,012"
00250100,002501,SOUTHEAST MISSOURI STATE UNIVERSITY,MO,Public 4 Year,"2,300","5,485,311"
00250200,002502,SOUTHWEST BAPTIST UNIVERSITY,MO,Private 4 Year,"1,122","2,644,695"
02250600,014368,SPRINGFIELD COLLEGE,MO,Proprietary,"2,023","4,039,096"
00441300,004413,ST JOHNS REGIONAL HEALTH CENTER SCHOOL OF RADIOLOGIC TECHNOLOGY,MO,Private 2 Year,6,"16,546"
00250600,002506,ST LOUIS UNIVERSITY,MO,Private 4 Year,"1,219","2,911,843"
03817300,038173,ST. CHARLES SCHOOL OF MASSAGE THERAPY,MO,Proprietary,17,"25,321"
02340500,016848,ST. LOUIS COLLEGE OF HEALTH CAREERS,MO,Proprietary,612,"1,302,248"
00808000,007628,STATE FAIR COMMUNITY COLLEGE,MO,Public 2 Year,"1,340","2,910,551"
00251200,002512,STEPHENS COLLEGE,MO,Private 4 Year,175,"425,000"
03579300,035793,TEXAS COUNTY TECHNICAL INSTITUTE,MO,Private 2 Year,81,"194,365"
00471300,004713,THREE RIVERS COMMUNITY COLLEGE,MO,Public 2 Year,"1,819","4,169,259"
00249500,002495,TRUMAN STATE UNIVERSITY,MO,Public 4 Year,750,"1,807,291"
00251600,002516,UNIVERSITY OF MISSOURI - COLUMBIA,MO,Public 4 Year,"3,460","8,359,034"
00251800,002518,UNIVERSITY OF MISSOURI - KANSAS CITY,MO,Public 4 Year,"2,352","5,841,950"
00251700,002517,UNIVERSITY OF MISSOURI - ROLLA,MO,Public 4 Year,"1,011","2,637,969"
00251900,002519,UNIVERSITY OF MISSOURI - SAINT LOUIS,MO,Public 4 Year,"2,972","7,010,644"
02599700,015506,VATTEROTT COLLEGE,MO,Proprietary,"5,268","13,790,909"
01102600,014434,WARRENSBURG AREA VOCATIONAL TECHNICAL SCHOOL,MO,Public 2 Year,29,"89,947"
00252000,002520,WASHINGTON UNIVERSITY IN ST. LOUIS,MO,Private 4 Year,515,"1,250,283"
00528900,014833,WAYNESVILLE TECHNICAL ACADEMY,MO,Public 2 Year,40,"115,075"
00252100,002521,WEBSTER UNIVERSITY,MO,Private 4 Year,"1,038","2,409,095"
00252200,002522,WENTWORTH MILITARY ACADEMY & JUNIOR COLLEGE,MO,Private 2 Year,185,"403,935"
00252300,002523,WESTMINSTER COLLEGE,MO,Private 4 Year,210,"541,120"
00252400,002524,WILLIAM JEWELL COLLEGE,MO,Private 4 Year,281,"676,652"
00252500,002525,WILLIAM WOODS UNIVERSITY,MO,Private 4 Year,323,"711,073"
03033000,015746,NORTHERN MARIANAS COLLEGE,MP,Public 2 Year,430,"1,122,518"
02244300,014397,ACADEMY OF HAIR DESIGN #1,MS,Proprietary,234,"541,440"
02235900,015779,ACADEMY OF HAIR DESIGN #4,MS,Proprietary,66,"183,852"
02251600,022516,ACADEMY OF HAIR DESIGN #6 (THE),MS,Proprietary,96,"246,965"
03001500,030015,ACADEMY OF HAIR DESIGN #7 (THE),MS,Proprietary,26,"65,835"
00239600,002396,ALCORN STATE UNIVERSITY,MS,Public 4 Year,"2,155","6,723,417"
00239700,002397,BELHAVEN COLLEGE,MS,Private 4 Year,"1,106","2,778,933"
03525300,035253,BLUE CLIFF COLLEGE,MS,Proprietary,131,"282,290"
00239800,002398,BLUE MOUNTAIN COLLEGE,MS,Private 4 Year,215,"518,988"
02074900,013902,CHRIS BEAUTY COLLEGE,MS,Proprietary,187,"425,986"
00240100,002401,COAHOMA COMMUNITY COLLEGE,MS,Public 2 Year,"2,181","6,415,725"
00240200,002402,COPIAH LINCOLN COMMUNITY COLLEGE,MS,Public 2 Year,"1,909","4,776,637"
02502100,016838,CREATION COLLEGE OF COSMETOLOGY,MS,Proprietary,67,"160,817"
03848300,038483,DAY SPA CAREER COLLEGE,MS,Proprietary,31,"91,453"
02249900,014335,DELTA BEAUTY COLLEGE,MS,Proprietary,155,"327,472"
00240300,002403,DELTA STATE UNIVERSITY,MS,Public 4 Year,"1,487","4,196,415"
00240400,002404,EAST CENTRAL COMMUNITY COLLEGE,MS,Public 2 Year,"1,807","4,487,698"
00240500,002405,EAST MISSISSIPPI COMMUNITY COLLEGE,MS,Public 2 Year,"3,882","10,252,938"
03004000,030040,FINAL TOUCH BEAUTY SCHOOL,MS,Proprietary,86,"205,989"
02251700,015898,FOSTER'S COSMETOLOGY COLLEGE,MS,Proprietary,40,"72,343"
02554600,017126,GIBSONS BARBER & BEAUTY COLLEGE,MS,Proprietary,62,"149,759"
00240700,002407,HINDS COMMUNITY COLLEGE,MS,Public 2 Year,"6,995","17,490,347"
00240800,002408,HOLMES COMMUNITY COLLEGE,MS,Public 2 Year,"3,268","8,433,504"
02490200,016727,"ICS, THE WRIGHT BEAUTY COLLEGE",MS,Proprietary,39,"114,368"
00240900,002409,ITAWAMBA COMMUNITY COLLEGE,MS,Public 2 Year,"3,265","8,124,076"
02586000,025860,J & J HAIR DESIGN COLLEGE,MS,Proprietary,108,"290,419"
03464300,034643,J&J HAIR DESIGN COLLEGE,MS,Proprietary,20,"35,135"
00241000,002410,JACKSON STATE UNIVERSITY,MS,Public 4 Year,"4,981","15,126,828"
00241100,002411,JONES COUNTY JUNIOR COLLEGE,MS,Public 2 Year,"3,153","8,133,423"
02361200,016788,MAGNOLIA BIBLE COLLEGE,MS,Private 4 Year,17,"43,045"
02320800,016424,MAGNOLIA COLLEGE OF COSMETOLOGY,MS,Proprietary,116,"263,333"
00241300,002413,MERIDIAN COMMUNITY COLLEGE,MS,Public 2 Year,"2,225","5,201,130"
00241400,002414,MILLSAPS COLLEGE,MS,Private 4 Year,261,"697,504"
00241500,002415,MISSISSIPPI COLLEGE,MS,Private 4 Year,904,"2,291,723"
02302800,014574,MISSISSIPPI COLLEGE OF BEAUTY CULTURE,MS,Proprietary,73,"194,871"
00241600,002416,MISSISSIPPI DELTA COMMUNITY COLLEGE,MS,Public 2 Year,"2,620","7,275,168"
00241700,002417,MISSISSIPPI GULF COAST COMMUNITY COLLEGE,MS,Public 2 Year,"4,831","11,766,564"
00242300,002423,MISSISSIPPI STATE UNIVERSITY,MS,Public 4 Year,"3,926","10,947,199"
00242200,002422,MISSISSIPPI UNIVERSITY FOR WOMEN,MS,Public 4 Year,"1,109","3,159,672"
00242400,002424,MISSISSIPPI VALLEY STATE UNIVERSITY,MS,Public 4 Year,"2,713","8,696,966"
00242600,002426,NORTHEAST MISSISSIPPI COMMUNITY COLLEGE,MS,Public 2 Year,"1,657","4,110,923"
00242700,002427,NORTHWEST MISSISSIPPI COMMUNITY COLLEGE,MS,Public 2 Year,"4,304","9,457,693"
00243000,002430,PEARL RIVER COMMUNITY COLLEGE,MS,Public 2 Year,"2,773","6,866,088"
00243300,002433,RUST COLLEGE,MS,Private 4 Year,755,"2,236,916"
00243500,015024,SOUTHEASTERN BAPTIST COLLEGE,MS,Private 4 Year,63,"141,723"
00243600,002436,SOUTHWEST MISSISSIPPI COMMUNITY COLLEGE,MS,Public 2 Year,"1,411","3,480,175"
00243900,002439,TOUGALOO COLLEGE,MS,Private 4 Year,736,"2,321,892"
03263300,032633,TRAXLER'S SCHOOL OF HAIR,MS,Proprietary,64,"164,630"
00244000,002440,UNIVERSITY OF MISSISSIPPI,MS,Public 4 Year,"2,962","7,992,440"
00244100,002441,UNIVERSITY OF SOUTHERN MISSISSIPPI,MS,Public 4 Year,"5,918","15,165,896"
01146100,011461,WESLEY COLLEGE,MS,Private 4 Year,51,"123,346"
00244700,002447,WILLIAM CAREY COLLEGE,MS,Private 4 Year,"1,364","3,339,731"
02621300,026213,ACADEMY OF COSMETOLOGY,MT,Proprietary,30,"77,236"
03763400,037634,"ACADEMY OF NAIL, SKIN & HAIR, LLP",MT,Proprietary,34,"77,940"
02510600,014902,BLACKFEET COMMUNITY COLLEGE,MT,Public 2 Year,579,"1,633,880"
00790000,007900,BUTTE ACADEMY OF BEAUTY CULTURE,MT,Proprietary,40,"103,060"
00252600,002526,CARROLL COLLEGE,MT,Private 4 Year,375,"886,701"
02545200,014878,CHIEF DULL KNIFE COLLEGE,MT,Public 2 Year,151,"379,678"
00946800,009468,COLLEGE OF COIFFURE ART,MT,Proprietary,49,"106,465"
00894700,008947,DAHL'S COLLEGE OF BEAUTY,MT,Proprietary,31,"79,856"
00252900,002529,DAWSON COMMUNITY COLLEGE,MT,Public 2 Year,245,"710,628"
00677700,006777,FLATHEAD VALLEY COMMUNITY COLLEGE,MT,Public 2 Year,675,"1,488,464"
02517500,016967,FORT BELKNAP COLLEGE,MT,Public 2 Year,147,"439,300"
02343000,016616,FORT PECK COMMUNITY COLLEGE,MT,Public 2 Year,339,"886,853"
03778300,037783,HEALTH WORKS INSTITUTE,MT,Proprietary,21,"34,195"
02286600,016135,LITTLE BIG HORN COLLEGE,MT,Public 2 Year,214,"584,140"
00252800,002528,MILES COMMUNITY COLLEGE,MT,Public 2 Year,287,"690,600"
03205300,032053,MODERN BEAUTY SCHOOL,MT,Proprietary,26,"81,913"
00253000,002530,MONTANA STATE UNIVERSITY - BILLINGS,MT,Public 4 Year,"1,995","4,829,413"
00253200,002532,MONTANA STATE UNIVERSITY - BOZEMAN,MT,Public 4 Year,"3,413","8,598,459"
00253300,002533,MONTANA STATE UNIVERSITY - NORTHERN,MT,Public 4 Year,857,"2,267,553"
00931400,009314,MONTANA STATE UNIVERSITY GREAT FALLS COLLEGE OF TECHNOLOGY,MT,Public 2 Year,836,"1,848,482"
00253100,002531,MONTANA TECH OF THE UNIVERSITY OF MONTANA,MT,Public 4 Year,874,"2,221,531"
00253400,002534,ROCKY MOUNTAIN COLLEGE,MT,Private 4 Year,371,"989,631"
02143400,015023,SALISH KOOTENAI COLLEGE,MT,Public 4 Year,703,"1,965,371"
02610900,026109,STONE CHILD COLLEGE,MT,Public 2 Year,251,"668,234"
00252700,002527,UNIVERSITY OF GREAT FALLS,MT,Private 4 Year,413,"1,092,738"
00253600,002536,UNIVERSITY OF MONTANA (THE),MT,Public 4 Year,"4,377","11,424,465"
00757000,007570,UNIVERSITY OF MONTANA HELENA COLLEGE OF TECHNOLOGY,MT,Public 2 Year,420,"1,013,237"
00253700,002537,UNIVERSITY OF MONTANA WESTERN (THE),MT,Public 4 Year,609,"1,552,159"
00546300,005463,ALAMANCE COMMUNITY COLLEGE,NC,Public 2 Year,"1,474","3,210,749"
03237300,032373,ANSON COLLEGE OF COSMETOLOGY,NC,Proprietary,7,"15,016"
03513400,035134,APEX SCHOOL OF THEOLOGY,NC,Private 4 Year,12,"25,764"
00290600,002906,APPALACHIAN STATE UNIVERSITY,NC,Public 4 Year,"2,517","6,210,735"
02110500,014578,ART INSTITUTE OF CHARLOTTE (THE),NC,Proprietary,709,"1,491,127"
00403300,004033,ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE,NC,Public 2 Year,"1,631","3,202,882"
00290800,002908,BARTON COLLEGE,NC,Private 4 Year,445,"1,074,271"
00855800,008558,BEAUFORT COUNTY COMMUNITY COLLEGE,NC,Public 2 Year,802,"1,923,443"
00291000,002910,BELMONT ABBEY COLLEGE,NC,Private 4 Year,251,"639,650"
00291100,002911,BENNETT COLLEGE,NC,Private 4 Year,337,"987,383"
00798700,007987,BLADEN COMMUNITY COLLEGE,NC,Public 2 Year,"1,195","3,013,741"
00968400,009684,BLUE RIDGE COMMUNITY COLLEGE,NC,Public 2 Year,627,"1,357,010"
00291200,002912,BREVARD COLLEGE,NC,Private 4 Year,210,"527,876"
00781400,007814,BROOKSTONE COLLEGE OF BUSINESS,NC,Proprietary,537,"981,641"
02170700,015285,BRUNSWICK COMMUNITY COLLEGE,NC,Public 2 Year,559,"1,249,663"
00647700,015358,CABARRUS COLLEGE OF HEALTH SCIENCES,NC,Private 4 Year,81,"162,870"
00483500,004835,CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE,NC,Public 2 Year,"1,340","2,927,494"
00291300,002913,CAMPBELL UNIVERSITY,NC,Private 4 Year,"1,152","2,627,431"
00532000,005320,CAPE FEAR COMMUNITY COLLEGE,NC,Public 2 Year,"2,454","5,606,835"
03777300,037773,CAROLINA ACADEMY OF COSMETIC ART & SCIENCE,NC,Proprietary,98,"190,516"
02286300,016130,CAROLINA BEAUTY COLLEGE,NC,Proprietary,564,"1,322,790"
00808100,008081,CARTERET COMMUNITY COLLEGE,NC,Public 2 Year,794,"1,735,268"
00291400,002914,CATAWBA COLLEGE,NC,Private 4 Year,461,"1,187,568"
00531800,005318,CATAWBA VALLEY COMMUNITY COLLEGE,NC,Public 2 Year,"1,512","3,369,559"
00544900,005449,CENTRAL CAROLINA COMMUNITY COLLEGE,NC,Public 2 Year,"1,630","3,762,249"
00291500,002915,CENTRAL PIEDMONT COMMUNITY COLLEGE - CENTRAL,NC,Public 2 Year,"3,957","8,164,913"
03104200,031042,CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,NC,Public 2 Year,126,"85,775"
02558900,017159,CHEVEUX SCHOOL OF HAIR DESIGN,NC,Proprietary,50,"122,113"
00291600,002916,CHOWAN COLLEGE,NC,Private 4 Year,323,"899,344"
00808200,008082,CLEVELAND COMMUNITY COLLEGE,NC,Public 2 Year,"1,283","2,979,886"
00531600,005316,COASTAL CAROLINA COMMUNITY COLLEGE,NC,Public 2 Year,"1,890","4,333,836"
00291700,002917,COLLEGE OF THE ALBEMARLE,NC,Public 2 Year,758,"1,820,223"
03064400,030644,COSMETOLOGY INSTITUTE OF BEAUTY ARTS & SCIENCES (THE),NC,Proprietary,118,"283,948"
00679900,008086,CRAVEN COMMUNITY COLLEGE,NC,Public 2 Year,"1,137","2,527,351"
00291800,002918,DAVIDSON COLLEGE,NC,Private 4 Year,135,"349,921"
00291900,002919,DAVIDSON COUNTY COMMUNITY COLLEGE,NC,Public 2 Year,"1,606","3,556,605"
03748500,037485,DUDLEY BEAUTY COLLEGE,NC,Proprietary,52,"129,088"
00292000,002920,DUKE UNIVERSITY,NC,Private 4 Year,681,"1,826,988"
00544800,005448,DURHAM TECHNICAL COMMUNITY COLLEGE,NC,Public 2 Year,"1,874","4,039,997"
00292300,002923,EAST CAROLINA UNIVERSITY,NC,Public 4 Year,"5,158","14,068,729"
00885500,008855,EDGECOMBE COMMUNITY COLLEGE,NC,Public 2 Year,"1,649","3,696,544"
00292600,002926,ELIZABETH CITY STATE UNIVERSITY,NC,Public 4 Year,"1,597","4,857,265"
00292700,002927,ELON UNIVERSITY,NC,Private 4 Year,431,"1,040,937"
02210400,015211,FAYETTEVILLE BEAUTY COLLEGE,NC,Proprietary,26,"54,566"
00292800,002928,FAYETTEVILLE STATE UNIVERSITY,NC,Public 4 Year,"2,943","8,443,882"
00764000,007640,FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE,NC,Public 2 Year,"4,362","11,135,632"
00531700,005317,FORSYTH TECHNICAL COMMUNITY COLLEGE,NC,Public 2 Year,"2,178","5,205,708"
00292900,002929,GARDNER-WEBB UNIVERSITY,NC,Private 4 Year,"1,041","2,562,776"
00297300,002973,GASTON COLLEGE,NC,Public 2 Year,"2,129","4,576,865"
00293000,002930,GREENSBORO COLLEGE,NC,Private 4 Year,370,"868,000"
00293100,002931,GUILFORD COLLEGE,NC,Private 4 Year,"1,032","2,401,195"
00483800,004838,GUILFORD TECHNICAL COMMUNITY COLLEGE,NC,Public 2 Year,"3,578","8,656,236"
02238700,015789,HAIRSTYLING INSTITUTE OF CHARLOTTE,NC,Proprietary,18,"56,914"
00798600,007986,HALIFAX COMMUNITY COLLEGE,NC,Public 2 Year,"1,296","3,032,479"
00808300,008083,HAYWOOD COMMUNITY COLLEGE,NC,Public 2 Year,766,"1,744,421"
03089300,030893,HERITAGE BIBLE COLLEGE,NC,Private 4 Year,85,"173,880"
00293300,002933,HIGH POINT UNIVERSITY,NC,Private 4 Year,977,"2,595,420"
00293400,002934,ISOTHERMAL COMMUNITY COLLEGE,NC,Public 2 Year,"1,096","2,559,320"
00768700,007687,JAMES SPRUNT COMMUNITY COLLEGE,NC,Public 2 Year,602,"1,474,501"
00293500,013819,JOHN WESLEY COLLEGE,NC,Private 4 Year,84,"174,388"
00293600,002936,JOHNSON C. SMITH UNIVERSITY,NC,Private 4 Year,985,"2,924,589"
00933600,009336,JOHNSTON COMMUNITY COLLEGE,NC,Public 2 Year,996,"2,188,811"
00293700,002937,KING'S COLLEGE,NC,Proprietary,383,"1,047,157"
00293900,002939,LEES-MCRAE COLLEGE,NC,Private 4 Year,305,"754,644"
00294000,002940,LENOIR COMMUNITY COLLEGE,NC,Public 2 Year,"1,527","3,728,095"
00294100,002941,LENOIR-RHYNE COLLEGE,NC,Private 4 Year,452,"1,137,466"
01192600,011926,LEON'S BEAUTY SCHOOL,NC,Proprietary,79,"182,833"
00294200,002942,LIVINGSTONE COLLEGE,NC,Private 4 Year,823,"2,526,391"
00294300,002943,LOUISBURG COLLEGE,NC,Private 2 Year,352,"928,268"
00294400,002944,MARS HILL COLLEGE,NC,Private 4 Year,581,"1,529,071"
00798800,007988,MARTIN COMMUNITY COLLEGE,NC,Public 2 Year,649,"1,617,991"
01119700,011197,MAYLAND COMMUNITY COLLEGE,NC,Public 2 Year,396,"891,049"
00808500,008085,MCDOWELL TECHNICAL COMMUNITY COLLEGE,NC,Public 2 Year,576,"1,303,055"
03361300,033613,MEDICAL ARTS MASSAGE SCHOOL,NC,Proprietary,19,"30,402"
00647800,006478,MERCY SCHOOL OF NURSING,NC,Public 2 Year,44,"85,014"
00294500,002945,MEREDITH COLLEGE,NC,Private 4 Year,545,"1,373,950"
00294600,002946,METHODIST COLLEGE,NC,Private 4 Year,689,"1,653,000"
00294700,002947,MITCHELL COMMUNITY COLLEGE,NC,Public 2 Year,878,"1,882,171"
02056500,013670,MITCHELLS HAIR STYLING ACADEMY,NC,Proprietary,118,"268,023"
02227900,014793,MITCHELL'S HAIR STYLING ACADEMY,NC,Proprietary,2,"5,917"
01179900,011799,MITCHELL'S HAIRSTYLING ACADEMY,NC,Proprietary,50,"122,275"
02227800,014858,MITCHELL'S HAIRSTYLING ACADEMY,NC,Proprietary,2,"8,050"
00808700,008087,MONTGOMERY COMMUNITY COLLEGE,NC,Public 2 Year,445,"950,956"
00294800,002948,MONTREAT COLLEGE,NC,Private 4 Year,355,"786,323"
00294900,002949,MOUNT OLIVE COLLEGE,NC,Private 4 Year,972,"2,056,324"
02205000,013850,MR DAVID'S SCHOOL OF HAIR DESIGN,NC,Proprietary,38,"88,859"
00855700,008557,NASH COMMUNITY COLLEGE,NC,Public 2 Year,"1,062","2,128,129"
03827300,038273,NEW LIFE THEOLOGICAL SEMINARY,NC,Private 4 Year,17,"44,701"
00290500,002905,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,NC,Public 4 Year,"4,625","13,318,019"
00295000,002950,NORTH CAROLINA CENTRAL UNIVERSITY,NC,Public 4 Year,"3,544","10,269,002"
00398100,003981,NORTH CAROLINA SCHOOL OF THE ARTS,NC,Public 4 Year,154,"457,519"
00297200,002972,NORTH CAROLINA STATE UNIVERSITY,NC,Public 4 Year,"3,832","10,172,929"
00295100,002951,NORTH CAROLINA WESLEYAN COLLEGE,NC,Private 4 Year,826,"2,254,520"
00703100,007031,PAMLICO COMMUNITY COLLEGE,NC,Public 2 Year,192,"435,755"
00295300,002953,PEACE COLLEGE,NC,Private 4 Year,235,"631,838"
00295500,002955,PFEIFFER UNIVERSITY,NC,Private 4 Year,471,"1,159,248"
00295600,002956,PIEDMONT BAPTIST COLLEGE,NC,Private 4 Year,121,"297,741"
00964600,009646,PIEDMONT COMMUNITY COLLEGE,NC,Public 2 Year,930,"2,112,035"
02560600,017191,PINNACLE INSTITUTE OF COSMETOLOGY,NC,Proprietary,32,"65,930"
00406200,004062,PITT COMMUNITY COLLEGE,NC,Public 2 Year,"2,385","5,596,179"
00295700,002957,QUEENS UNIVERSITY OF CHARLOTTE,NC,Private 4 Year,363,"855,262"
00544700,005447,RANDOLPH COMMUNITY COLLEGE,NC,Public 2 Year,"1,001","2,272,680"
00546400,005464,RICHMOND COMMUNITY COLLEGE,NC,Public 2 Year,"1,094","2,590,103"
02280900,014101,ROANOKE BIBLE COLLEGE,NC,Private 4 Year,79,"214,969"
00861300,008613,ROANOKE CHOWAN COMMUNITY COLLEGE,NC,Public 2 Year,961,"2,273,287"
00861200,008612,ROBESON COMMUNITY COLLEGE,NC,Public 2 Year,"1,763","4,270,520"
00295800,002958,ROCKINGHAM COMMUNITY COLLEGE,NC,Public 2 Year,871,"1,747,479"
00575400,005754,ROWAN CABARRUS COMMUNITY COLLEGE,NC,Public 2 Year,"2,576","6,152,465"
00296000,002960,SALEM COLLEGE,NC,Private 4 Year,408,"1,058,561"
00789200,007892,SAMPSON COMMUNITY COLLEGE,NC,Public 2 Year,"1,029","2,146,591"
00296100,002961,SANDHILLS COMMUNITY COLLEGE,NC,Public 2 Year,"1,863","4,119,588"
03109000,031090,SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA,NC,Proprietary,241,"370,997"
00296200,002962,SHAW UNIVERSITY,NC,Private 4 Year,"1,888","5,230,287"
01026400,010264,SOUTH COLLEGE,NC,Proprietary,175,"349,234"
00798500,007985,SOUTH PIEDMONT COMMUNITY COLLEGE,NC,Public 2 Year,876,"1,983,121"
00296400,002964,SOUTHEASTERN COMMUNITY COLLEGE,NC,Public 2 Year,"1,313","3,453,390"
00846600,008466,SOUTHWESTERN COMMUNITY COLLEGE,NC,Public 2 Year,797,"1,918,150"
00296800,002968,ST AUGUSTINES COLLEGE,NC,Private 4 Year,"1,024","2,971,288"
00296700,002967,ST. ANDREWS PRESBYTERIAN COLLEGE,NC,Private 4 Year,235,"594,046"
01119400,011194,STANLY COMMUNITY COLLEGE,NC,Public 2 Year,609,"1,371,127"
00297000,002970,SURRY COMMUNITY COLLEGE,NC,Public 2 Year,"1,028","2,061,500"
00943000,009430,TRI-COUNTY COMMUNITY COLLEGE,NC,Public 2 Year,585,"1,303,827"
00297400,002974,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-,NC,Public 4 Year,"2,431","6,331,059"
00297500,002975,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,NC,Public 4 Year,"4,384","11,107,956"
00297600,002976,UNIVERSITY OF NORTH CAROLINA - GREENSBORO,NC,Public 4 Year,"3,708","9,246,812"
00290700,002907,UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,NC,Public 4 Year,818,"2,142,604"
00295400,002954,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,NC,Public 4 Year,"2,473","6,030,930"
00298400,002984,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE),NC,Public 4 Year,"2,343","5,805,648"
00990300,009903,VANCE - GRANVILLE COMMUNITY COLLEGE,NC,Public 2 Year,"2,474","5,308,795"
00297800,002978,WAKE FOREST UNIVERSITY,NC,Private 4 Year,326,"837,591"
00484400,004844,WAKE TECHNICAL COMMUNITY COLLEGE,NC,Public 2 Year,"2,525","5,000,000"
00297900,002979,WARREN WILSON COLLEGE,NC,Private 4 Year,203,"497,740"
00648300,006483,WATTS SCHOOL OF NURSING,NC,Private 2 Year,40,
